"date","hour","city","country","is_day","time","day_of_week","month_of_year","wind_kph","precip_mm","feelslike_c","windchill_c","chance_of_rain","uv","sunny_hours","rainy_hours","cloudy_hours","snowy_hours"
2024-04-08,"17:00",Berlin,Germany,1,17:00:00,Monday   ,April    ,10.8,0.0,25.8,25.6,0,7.0,1,0,0,0
2024-04-08,"18:00",Berlin,Germany,1,18:00:00,Monday   ,April    ,7.6,0.0,25.0,23.8,0,6.0,1,0,0,0
2024-04-08,"19:00",Berlin,Germany,1,19:00:00,Monday   ,April    ,7.6,0.0,24.5,22.0,0,6.0,1,0,0,0
2024-04-08,"20:00",Berlin,Germany,0,20:00:00,Monday   ,April    ,9.4,0.0,20.9,20.9,0,1.0,1,0,0,0
2024-04-08,"21:00",Berlin,Germany,0,21:00:00,Monday   ,April    ,9.4,0.0,20.0,20.0,0,1.0,1,0,0,0
2024-04-08,"22:00",Berlin,Germany,0,22:00:00,Monday   ,April    ,9.0,0.0,19.4,19.4,0,1.0,1,0,0,0
2024-04-08,"23:00",Berlin,Germany,0,23:00:00,Monday   ,April    ,7.2,0.0,19.0,19.0,0,1.0,1,0,0,0
2024-04-09,"00:00",Berlin,Germany,0,00:00:00,Tuesday  ,April    ,7.6,0.0,18.5,18.5,0,1.0,1,0,0,0
2024-04-09,"01:00",Berlin,Germany,0,01:00:00,Tuesday  ,April    ,7.9,0.0,17.8,17.8,0,1.0,1,0,0,0
2024-04-09,"02:00",Berlin,Germany,0,02:00:00,Tuesday  ,April    ,5.4,0.0,17.3,17.3,0,1.0,1,0,0,0
2024-04-09,"03:00",Berlin,Germany,0,03:00:00,Tuesday  ,April    ,7.6,0.0,16.9,16.9,0,1.0,1,0,0,0
2024-04-09,"04:00",Berlin,Germany,0,04:00:00,Tuesday  ,April    ,8.3,0.0,16.6,16.6,0,1.0,0,0,1,0
2024-04-09,"05:00",Berlin,Germany,0,05:00:00,Tuesday  ,April    ,8.3,0.0,16.3,16.3,0,1.0,1,0,0,0
2024-04-09,"06:00",Berlin,Germany,0,06:00:00,Tuesday  ,April    ,8.3,0.0,16.3,16.3,0,1.0,1,0,0,0
2024-04-09,"07:00",Berlin,Germany,1,07:00:00,Tuesday  ,April    ,6.8,0.0,17.6,17.6,0,5.0,1,0,0,0
2024-04-09,"08:00",Berlin,Germany,1,08:00:00,Tuesday  ,April    ,6.8,0.0,19.7,19.7,0,5.0,1,0,0,0
2024-04-09,"09:00",Berlin,Germany,1,09:00:00,Tuesday  ,April    ,7.2,0.0,21.4,21.4,0,6.0,1,0,0,0
2024-04-09,"10:00",Berlin,Germany,1,10:00:00,Tuesday  ,April    ,8.3,0.0,24.7,23.0,0,6.0,1,0,0,0
2024-04-09,"11:00",Berlin,Germany,1,11:00:00,Tuesday  ,April    ,9.4,0.0,25.3,24.5,0,6.0,1,0,0,0
2024-04-09,"12:00",Berlin,Germany,1,12:00:00,Tuesday  ,April    ,10.1,0.0,25.8,25.3,0,7.0,1,0,0,0
2024-04-09,"13:00",Berlin,Germany,1,13:00:00,Tuesday  ,April    ,10.4,0.0,26.2,26.0,0,7.0,1,0,0,0
2024-04-09,"14:00",Berlin,Germany,1,14:00:00,Tuesday  ,April    ,9.7,0.0,26.4,26.4,0,7.0,1,0,0,0
2024-04-09,"15:00",Berlin,Germany,1,15:00:00,Tuesday  ,April    ,16.6,0.0,26.1,25.7,45,7.0,0,0,1,0
2024-04-09,"16:00",Berlin,Germany,1,16:00:00,Tuesday  ,April    ,36.4,0.0,16.8,16.8,45,5.0,0,0,1,0
2024-04-09,"17:00",Berlin,Germany,1,17:00:00,Tuesday  ,April    ,31.7,0.0,12.6,12.6,45,4.0,0,0,1,0
2024-04-09,"18:00",Berlin,Germany,1,18:00:00,Tuesday  ,April    ,28.8,0.04,10.3,10.3,45,3.0,0,1,0,0
2024-04-09,"19:00",Berlin,Germany,1,19:00:00,Tuesday  ,April    ,26.6,0.54,9.1,9.1,100,3.0,0,1,0,0
2024-04-09,"20:00",Berlin,Germany,0,20:00:00,Tuesday  ,April    ,24.5,0.2,8.0,8.0,100,1.0,0,1,0,0
2024-04-09,"21:00",Berlin,Germany,0,21:00:00,Tuesday  ,April    ,19.8,0.0,8.4,8.4,0,1.0,0,0,1,0
2024-04-09,"22:00",Berlin,Germany,0,22:00:00,Tuesday  ,April    ,16.9,0.0,8.4,8.4,0,1.0,0,0,1,0
2024-04-09,"23:00",Berlin,Germany,0,23:00:00,Tuesday  ,April    ,18.7,0.03,8.4,8.4,45,1.0,0,1,0,0
2024-04-10,"00:00",Berlin,Germany,0,00:00:00,Wednesday,April    ,16.6,0.17,8.3,8.3,100,1.0,0,1,0,0
2024-04-10,"01:00",Berlin,Germany,0,01:00:00,Wednesday,April    ,16.2,0.26,8.5,8.5,100,1.0,0,1,0,0
2024-04-10,"02:00",Berlin,Germany,0,02:00:00,Wednesday,April    ,15.5,0.01,8.8,8.8,45,1.0,0,1,0,0
2024-04-10,"03:00",Berlin,Germany,0,03:00:00,Wednesday,April    ,15.5,0.0,8.5,8.5,0,1.0,0,0,1,0
2024-04-10,"04:00",Berlin,Germany,0,04:00:00,Wednesday,April    ,16.6,0.0,8.0,8.0,0,1.0,0,0,1,0
2024-04-10,"05:00",Berlin,Germany,0,05:00:00,Wednesday,April    ,18.0,0.0,7.2,7.2,0,1.0,0,0,1,0
2024-04-10,"06:00",Berlin,Germany,0,06:00:00,Wednesday,April    ,18.0,0.0,6.6,6.6,0,1.0,0,0,1,0
2024-04-10,"07:00",Berlin,Germany,1,07:00:00,Wednesday,April    ,20.2,0.0,6.9,6.9,45,2.0,0,0,1,0
2024-04-10,"08:00",Berlin,Germany,1,08:00:00,Wednesday,April    ,19.4,0.0,8.1,8.1,45,3.0,0,0,1,0
2024-04-10,"09:00",Berlin,Germany,1,09:00:00,Wednesday,April    ,23.4,0.03,9.1,9.1,45,3.0,0,1,0,0
2024-04-10,"10:00",Berlin,Germany,1,10:00:00,Wednesday,April    ,23.0,0.04,9.5,9.5,45,3.0,0,1,0,0
2024-04-10,"11:00",Berlin,Germany,1,11:00:00,Wednesday,April    ,22.0,0.04,9.2,9.2,45,3.0,0,1,0,0
2024-04-10,"12:00",Berlin,Germany,1,12:00:00,Wednesday,April    ,21.6,0.02,9.9,9.9,45,3.0,0,1,0,0
2024-04-10,"13:00",Berlin,Germany,1,13:00:00,Wednesday,April    ,19.8,0.03,10.1,10.1,45,3.0,0,1,0,0
2024-04-10,"14:00",Berlin,Germany,1,14:00:00,Wednesday,April    ,17.6,0.02,10.4,10.4,45,3.0,0,1,0,0
2024-04-10,"15:00",Berlin,Germany,1,15:00:00,Wednesday,April    ,16.2,0.0,10.6,10.6,45,3.0,0,0,1,0
2024-04-10,"16:00",Berlin,Germany,1,16:00:00,Wednesday,April    ,14.8,0.0,11.5,11.5,45,3.0,0,0,1,0
2024-04-10,"17:00",Berlin,Germany,1,17:00:00,Wednesday,April    ,14.4,0.0,11.3,11.3,45,3.0,0,0,1,0
2024-04-10,"18:00",Berlin,Germany,1,18:00:00,Wednesday,April    ,14.4,0.0,10.6,10.6,45,3.0,0,0,1,0
2024-04-10,"19:00",Berlin,Germany,1,19:00:00,Wednesday,April    ,11.9,0.0,10.2,10.2,45,3.0,0,0,1,0
2024-04-10,"20:00",Berlin,Germany,0,20:00:00,Wednesday,April    ,10.1,0.0,10.3,10.3,0,1.0,0,0,1,0
2024-04-10,"21:00",Berlin,Germany,0,21:00:00,Wednesday,April    ,9.7,0.0,10.4,10.4,0,1.0,0,0,1,0
2024-04-10,"22:00",Berlin,Germany,0,22:00:00,Wednesday,April    ,8.6,0.0,10.2,10.2,0,1.0,0,0,1,0
2024-04-10,"23:00",Berlin,Germany,0,23:00:00,Wednesday,April    ,7.6,0.0,9.7,9.7,0,1.0,0,0,1,0
2024-04-11,"00:00",Berlin,Germany,0,00:00:00,Thursday ,April    ,6.5,0.0,7.8,7.8,0,1.0,1,0,0,0
2024-04-11,"01:00",Berlin,Germany,0,01:00:00,Thursday ,April    ,6.5,0.0,7.6,7.6,0,1.0,1,0,0,0
2024-04-11,"02:00",Berlin,Germany,0,02:00:00,Thursday ,April    ,7.6,0.0,7.0,7.0,0,1.0,1,0,0,0
2024-04-11,"03:00",Berlin,Germany,0,03:00:00,Thursday ,April    ,9.0,0.0,6.2,6.2,0,1.0,1,0,0,0
2024-04-11,"04:00",Berlin,Germany,0,04:00:00,Thursday ,April    ,9.4,0.0,5.8,5.8,0,1.0,1,0,0,0
2024-04-11,"05:00",Berlin,Germany,0,05:00:00,Thursday ,April    ,11.5,0.0,5.0,5.0,0,1.0,1,0,0,0
2024-04-11,"06:00",Berlin,Germany,0,06:00:00,Thursday ,April    ,13.0,0.0,5.0,5.0,0,1.0,1,0,0,0
2024-04-11,"07:00",Berlin,Germany,1,07:00:00,Thursday ,April    ,15.1,0.0,6.3,6.3,0,3.0,1,0,0,0
2024-04-11,"08:00",Berlin,Germany,1,08:00:00,Thursday ,April    ,16.6,0.0,8.6,8.6,0,4.0,1,0,0,0
2024-04-11,"09:00",Berlin,Germany,1,09:00:00,Thursday ,April    ,17.6,0.0,10.9,10.9,0,4.0,1,0,0,0
2024-04-11,"10:00",Berlin,Germany,1,10:00:00,Thursday ,April    ,19.4,0.0,13.0,13.0,0,4.0,1,0,0,0
2024-04-11,"11:00",Berlin,Germany,1,11:00:00,Thursday ,April    ,20.2,0.0,15.7,15.7,0,5.0,1,0,0,0
2024-04-11,"12:00",Berlin,Germany,1,12:00:00,Thursday ,April    ,19.8,0.0,16.7,16.7,0,5.0,1,0,0,0
2024-04-11,"13:00",Berlin,Germany,1,13:00:00,Thursday ,April    ,19.4,0.0,17.6,17.6,0,5.0,1,0,0,0
2024-04-11,"14:00",Berlin,Germany,1,14:00:00,Thursday ,April    ,19.1,0.0,17.9,17.9,0,5.0,0,0,1,0
2024-04-11,"15:00",Berlin,Germany,1,15:00:00,Thursday ,April    ,18.0,0.0,17.9,17.9,0,5.0,0,0,1,0
2024-04-11,"16:00",Berlin,Germany,1,16:00:00,Thursday ,April    ,17.6,0.0,17.6,17.6,0,4.0,0,0,1,0
2024-04-11,"17:00",Berlin,Germany,1,17:00:00,Thursday ,April    ,17.3,0.0,16.4,16.4,0,4.0,0,0,1,0
2024-04-11,"18:00",Berlin,Germany,1,18:00:00,Thursday ,April    ,16.6,0.0,15.4,15.4,0,4.0,0,0,1,0
2024-04-11,"19:00",Berlin,Germany,1,19:00:00,Thursday ,April    ,15.5,0.0,13.5,13.5,0,3.0,0,0,1,0
2024-04-11,"20:00",Berlin,Germany,0,20:00:00,Thursday ,April    ,15.1,0.0,12.5,12.5,0,1.0,0,0,1,0
2024-04-11,"21:00",Berlin,Germany,0,21:00:00,Thursday ,April    ,14.4,0.0,11.9,11.9,0,1.0,0,0,1,0
2024-04-11,"22:00",Berlin,Germany,0,22:00:00,Thursday ,April    ,13.7,0.0,11.6,11.6,0,1.0,0,0,1,0
2024-04-11,"23:00",Berlin,Germany,0,23:00:00,Thursday ,April    ,13.3,0.01,11.3,11.3,45,1.0,0,1,0,0
2024-04-12,"00:00",Berlin,Germany,0,00:00:00,Friday   ,April    ,10.8,0.01,10.8,10.8,45,1.0,0,1,0,0
2024-04-12,"01:00",Berlin,Germany,0,01:00:00,Friday   ,April    ,9.7,0.0,10.9,10.9,45,1.0,0,0,1,0
2024-04-12,"02:00",Berlin,Germany,0,02:00:00,Friday   ,April    ,9.4,0.0,10.9,10.9,0,1.0,0,0,1,0
2024-04-12,"03:00",Berlin,Germany,0,03:00:00,Friday   ,April    ,9.4,0.0,10.8,10.8,45,1.0,0,0,1,0
2024-04-12,"04:00",Berlin,Germany,0,04:00:00,Friday   ,April    ,8.6,0.0,10.8,10.8,0,1.0,0,0,1,0
2024-04-12,"05:00",Berlin,Germany,0,05:00:00,Friday   ,April    ,8.3,0.0,10.9,10.9,0,1.0,0,0,1,0
2024-04-12,"06:00",Berlin,Germany,0,06:00:00,Friday   ,April    ,8.3,0.0,11.1,11.1,45,1.0,0,0,1,0
2024-04-12,"07:00",Berlin,Germany,1,07:00:00,Friday   ,April    ,9.0,0.0,11.3,11.3,0,3.0,0,0,1,0
2024-04-12,"08:00",Berlin,Germany,1,08:00:00,Friday   ,April    ,11.2,0.0,12.1,12.1,0,3.0,0,0,1,0
2024-04-12,"09:00",Berlin,Germany,1,09:00:00,Friday   ,April    ,12.6,0.0,12.9,12.9,0,3.0,0,0,1,0
2024-04-12,"10:00",Berlin,Germany,1,10:00:00,Friday   ,April    ,13.7,0.0,13.4,13.4,45,3.0,0,0,1,0
2024-04-12,"11:00",Berlin,Germany,1,11:00:00,Friday   ,April    ,14.4,0.0,15.2,15.2,0,4.0,0,0,1,0
2024-04-12,"12:00",Berlin,Germany,1,12:00:00,Friday   ,April    ,15.1,0.0,15.9,15.9,0,4.0,0,0,1,0
2024-04-12,"13:00",Berlin,Germany,1,13:00:00,Friday   ,April    ,15.5,0.0,16.8,16.8,0,4.0,0,0,1,0
2024-04-12,"14:00",Berlin,Germany,1,14:00:00,Friday   ,April    ,17.6,0.05,18.0,18.0,45,4.0,0,1,0,0
2024-04-12,"15:00",Berlin,Germany,1,15:00:00,Friday   ,April    ,19.1,0.01,18.9,18.9,45,4.0,0,1,0,0
2024-04-12,"16:00",Berlin,Germany,1,16:00:00,Friday   ,April    ,15.8,0.01,18.4,18.4,45,4.0,0,1,0,0
2024-04-12,"17:00",Berlin,Germany,1,17:00:00,Friday   ,April    ,16.6,0.0,18.0,18.0,45,4.0,0,0,1,0
2024-04-12,"18:00",Berlin,Germany,1,18:00:00,Friday   ,April    ,14.4,0.0,17.0,17.0,0,4.0,0,0,1,0
2024-04-12,"19:00",Berlin,Germany,1,19:00:00,Friday   ,April    ,14.0,0.0,16.4,16.4,0,4.0,0,0,1,0
2024-04-12,"20:00",Berlin,Germany,1,20:00:00,Friday   ,April    ,13.3,0.02,15.9,15.9,45,4.0,0,1,0,0
2024-04-12,"21:00",Berlin,Germany,0,21:00:00,Friday   ,April    ,15.1,0.0,15.3,15.3,45,1.0,0,0,1,0
2024-04-12,"22:00",Berlin,Germany,0,22:00:00,Friday   ,April    ,15.8,0.0,13.4,13.4,0,1.0,0,0,1,0
2024-04-12,"23:00",Berlin,Germany,0,23:00:00,Friday   ,April    ,15.5,0.0,13.0,13.0,0,1.0,0,0,1,0
2024-04-13,"00:00",Berlin,Germany,0,00:00:00,Saturday ,April    ,14.0,0.0,12.4,12.4,0,1.0,1,0,0,0
2024-04-13,"01:00",Berlin,Germany,0,01:00:00,Saturday ,April    ,13.3,0.0,12.0,12.0,0,1.0,0,0,1,0
2024-04-13,"02:00",Berlin,Germany,0,02:00:00,Saturday ,April    ,13.3,0.0,11.6,11.6,0,1.0,0,0,1,0
2024-04-13,"03:00",Berlin,Germany,0,03:00:00,Saturday ,April    ,13.7,0.0,11.3,11.3,0,1.0,1,0,0,0
2024-04-13,"04:00",Berlin,Germany,0,04:00:00,Saturday ,April    ,12.6,0.0,11.3,11.3,0,1.0,0,0,1,0
2024-04-13,"05:00",Berlin,Germany,0,05:00:00,Saturday ,April    ,11.5,0.0,10.9,10.9,0,1.0,0,0,1,0
2024-04-13,"06:00",Berlin,Germany,0,06:00:00,Saturday ,April    ,12.2,0.0,10.9,10.9,0,1.0,0,0,1,0
2024-04-13,"07:00",Berlin,Germany,1,07:00:00,Saturday ,April    ,13.7,0.0,12.3,12.3,0,4.0,0,0,1,0
2024-04-13,"08:00",Berlin,Germany,1,08:00:00,Saturday ,April    ,16.9,0.0,15.0,15.0,0,5.0,1,0,0,0
2024-04-13,"09:00",Berlin,Germany,1,09:00:00,Saturday ,April    ,19.8,0.0,16.5,16.5,0,5.0,0,0,1,0
2024-04-13,"10:00",Berlin,Germany,1,10:00:00,Saturday ,April    ,21.2,0.0,17.5,17.5,0,5.0,0,0,1,0
2024-04-13,"11:00",Berlin,Germany,1,11:00:00,Saturday ,April    ,22.7,0.0,19.2,19.2,0,5.0,0,0,1,0
2024-04-13,"12:00",Berlin,Germany,1,12:00:00,Saturday ,April    ,23.0,0.0,20.1,20.1,0,6.0,1,0,0,0
2024-04-13,"13:00",Berlin,Germany,1,13:00:00,Saturday ,April    ,23.8,0.0,20.4,20.4,0,6.0,1,0,0,0
2024-04-13,"14:00",Berlin,Germany,1,14:00:00,Saturday ,April    ,22.7,0.0,20.7,20.7,0,5.0,0,0,1,0
2024-04-13,"15:00",Berlin,Germany,1,15:00:00,Saturday ,April    ,21.6,0.0,20.7,20.7,0,6.0,0,0,1,0
2024-04-13,"16:00",Berlin,Germany,1,16:00:00,Saturday ,April    ,19.4,0.0,20.5,20.5,0,6.0,0,0,1,0
2024-04-13,"17:00",Berlin,Germany,1,17:00:00,Saturday ,April    ,16.6,0.0,19.8,19.8,0,5.0,1,0,0,0
2024-04-13,"18:00",Berlin,Germany,1,18:00:00,Saturday ,April    ,10.8,0.0,18.8,18.8,0,4.0,0,0,1,0
2024-04-13,"19:00",Berlin,Germany,1,19:00:00,Saturday ,April    ,9.0,0.0,17.5,17.5,0,5.0,0,0,1,0
2024-04-13,"20:00",Berlin,Germany,1,20:00:00,Saturday ,April    ,8.6,0.0,16.9,16.9,0,5.0,0,0,1,0
2024-04-13,"21:00",Berlin,Germany,0,21:00:00,Saturday ,April    ,9.0,0.0,16.3,16.3,0,1.0,1,0,0,0
2024-04-13,"22:00",Berlin,Germany,0,22:00:00,Saturday ,April    ,10.8,0.0,15.7,15.7,0,1.0,1,0,0,0
2024-04-13,"23:00",Berlin,Germany,0,23:00:00,Saturday ,April    ,13.7,0.0,15.5,15.5,0,1.0,1,0,0,0
2024-04-14,"00:00",Berlin,Germany,0,00:00:00,Sunday   ,April    ,18.7,0.02,16.6,16.6,45,1.0,0,1,0,0
2024-04-14,"01:00",Berlin,Germany,0,01:00:00,Sunday   ,April    ,18.4,0.02,16.3,16.3,45,1.0,0,1,0,0
2024-04-14,"02:00",Berlin,Germany,0,02:00:00,Sunday   ,April    ,18.4,0.03,16.1,16.1,45,1.0,0,1,0,0
2024-04-14,"03:00",Berlin,Germany,0,03:00:00,Sunday   ,April    ,19.8,0.01,16.0,16.0,45,1.0,0,1,0,0
2024-04-14,"04:00",Berlin,Germany,0,04:00:00,Sunday   ,April    ,20.9,0.02,15.7,15.7,45,1.0,0,1,0,0
2024-04-14,"05:00",Berlin,Germany,0,05:00:00,Sunday   ,April    ,22.3,0.0,15.1,15.1,45,1.0,0,0,1,0
2024-04-14,"06:00",Berlin,Germany,0,06:00:00,Sunday   ,April    ,23.8,0.01,12.5,12.5,45,1.0,0,1,0,0
2024-04-14,"07:00",Berlin,Germany,1,07:00:00,Sunday   ,April    ,22.0,0.03,12.4,12.4,45,3.0,0,1,0,0
2024-04-14,"08:00",Berlin,Germany,1,08:00:00,Sunday   ,April    ,23.8,0.39,11.7,11.7,100,3.0,0,1,0,0
2024-04-14,"09:00",Berlin,Germany,1,09:00:00,Sunday   ,April    ,24.5,0.02,11.7,11.7,45,3.0,0,1,0,0
2024-04-14,"10:00",Berlin,Germany,1,10:00:00,Sunday   ,April    ,27.0,0.01,12.0,12.0,45,3.0,0,1,0,0
2024-04-14,"11:00",Berlin,Germany,1,11:00:00,Sunday   ,April    ,27.0,0.0,12.5,12.5,45,3.0,0,0,1,0
2024-04-14,"12:00",Berlin,Germany,1,12:00:00,Sunday   ,April    ,26.6,0.0,12.5,12.5,0,3.0,0,0,1,0
2024-04-14,"13:00",Berlin,Germany,1,13:00:00,Sunday   ,April    ,27.0,0.0,12.6,12.6,0,4.0,0,0,1,0
2024-04-14,"14:00",Berlin,Germany,1,14:00:00,Sunday   ,April    ,27.4,0.0,12.9,12.9,0,4.0,0,0,1,0
2024-04-14,"15:00",Berlin,Germany,1,15:00:00,Sunday   ,April    ,26.6,0.0,15.0,15.0,0,5.0,0,0,1,0
2024-04-14,"16:00",Berlin,Germany,1,16:00:00,Sunday   ,April    ,26.6,0.0,13.0,13.0,0,4.0,0,0,1,0
2024-04-14,"17:00",Berlin,Germany,1,17:00:00,Sunday   ,April    ,23.8,0.0,12.5,12.5,0,4.0,0,0,1,0
2024-04-14,"18:00",Berlin,Germany,1,18:00:00,Sunday   ,April    ,20.5,0.0,11.8,11.8,45,4.0,0,0,1,0
2024-04-14,"19:00",Berlin,Germany,1,19:00:00,Sunday   ,April    ,17.3,0.0,10.4,10.4,45,3.0,0,0,1,0
2024-04-14,"20:00",Berlin,Germany,1,20:00:00,Sunday   ,April    ,15.1,0.0,9.6,9.6,45,4.0,0,0,1,0
2024-04-14,"21:00",Berlin,Germany,0,21:00:00,Sunday   ,April    ,13.7,0.0,8.2,8.2,0,1.0,0,0,1,0
2024-04-14,"22:00",Berlin,Germany,0,22:00:00,Sunday   ,April    ,12.2,0.0,7.4,7.4,0,1.0,0,0,1,0
2024-04-14,"23:00",Berlin,Germany,0,23:00:00,Sunday   ,April    ,11.5,0.0,6.9,6.9,0,1.0,0,0,1,0
2024-04-15,"00:00",Berlin,Germany,0,00:00:00,Monday   ,April    ,9.7,0.0,7.2,7.2,0,1.0,0,0,1,0
2024-04-15,"01:00",Berlin,Germany,0,01:00:00,Monday   ,April    ,9.4,0.0,6.9,6.9,0,1.0,0,0,1,0
2024-04-15,"02:00",Berlin,Germany,0,02:00:00,Monday   ,April    ,10.1,0.01,6.7,6.7,45,1.0,0,1,0,0
2024-04-15,"03:00",Berlin,Germany,0,03:00:00,Monday   ,April    ,10.1,0.01,6.3,6.3,45,1.0,0,1,0,0
2024-04-15,"04:00",Berlin,Germany,0,04:00:00,Monday   ,April    ,7.9,0.02,6.4,6.4,45,1.0,0,1,0,0
2024-04-15,"05:00",Berlin,Germany,0,05:00:00,Monday   ,April    ,6.8,0.04,6.6,6.6,45,1.0,0,1,0,0
2024-04-15,"06:00",Berlin,Germany,0,06:00:00,Monday   ,April    ,9.7,0.02,6.0,6.0,45,1.0,0,1,0,0
2024-04-15,"07:00",Berlin,Germany,1,07:00:00,Monday   ,April    ,11.9,0.05,5.9,5.9,45,2.0,0,1,0,0
2024-04-15,"08:00",Berlin,Germany,1,08:00:00,Monday   ,April    ,13.0,0.08,6.3,6.3,45,2.0,0,1,0,0
2024-04-15,"09:00",Berlin,Germany,1,09:00:00,Monday   ,April    ,12.6,0.07,7.3,7.3,45,2.0,0,1,0,0
2024-04-15,"10:00",Berlin,Germany,1,10:00:00,Monday   ,April    ,14.0,0.1,7.5,7.5,100,2.0,0,1,0,0
2024-04-15,"11:00",Berlin,Germany,1,11:00:00,Monday   ,April    ,14.4,0.15,7.4,7.4,100,2.0,0,1,0,0
2024-04-15,"12:00",Berlin,Germany,1,12:00:00,Monday   ,April    ,14.0,0.11,7.3,7.3,100,2.0,0,1,0,0
2024-04-15,"13:00",Berlin,Germany,1,13:00:00,Monday   ,April    ,13.0,0.03,7.5,7.5,45,2.0,0,1,0,0
2024-04-15,"14:00",Berlin,Germany,1,14:00:00,Monday   ,April    ,15.8,0.18,8.7,8.7,100,3.0,0,1,0,0
2024-04-15,"15:00",Berlin,Germany,1,15:00:00,Monday   ,April    ,18.4,0.38,9.0,9.0,100,3.0,0,1,0,0
2024-04-15,"16:00",Berlin,Germany,1,16:00:00,Monday   ,April    ,20.9,0.29,8.7,8.7,100,3.0,0,1,0,0
2024-04-15,"17:00",Berlin,Germany,1,17:00:00,Monday   ,April    ,22.0,0.8,8.9,8.9,100,3.0,0,1,0,0
2024-04-15,"18:00",Berlin,Germany,1,18:00:00,Monday   ,April    ,16.6,0.02,9.1,9.1,45,3.0,0,1,0,0
2024-04-15,"19:00",Berlin,Germany,1,19:00:00,Monday   ,April    ,20.9,0.25,7.6,7.6,100,3.0,0,1,0,0
2024-04-15,"20:00",Berlin,Germany,1,20:00:00,Monday   ,April    ,14.4,0.86,7.3,7.3,100,2.0,0,1,0,0
2024-04-15,"21:00",Berlin,Germany,0,21:00:00,Monday   ,April    ,29.2,0.53,1.7,1.7,100,1.0,0,1,0,0
2024-04-15,"22:00",Berlin,Germany,0,22:00:00,Monday   ,April    ,30.2,0.01,1.1,1.1,45,1.0,0,1,0,0
2024-04-15,"23:00",Berlin,Germany,0,23:00:00,Monday   ,April    ,29.9,0.04,1.2,1.2,45,1.0,0,1,0,0
2024-04-16,"00:00",Berlin,Germany,0,00:00:00,Tuesday  ,April    ,25.9,0.01,1.0,1.0,45,1.0,0,1,0,0
2024-04-16,"01:00",Berlin,Germany,0,01:00:00,Tuesday  ,April    ,25.6,0.01,0.3,0.3,45,1.0,0,1,0,0
2024-04-16,"02:00",Berlin,Germany,0,02:00:00,Tuesday  ,April    ,28.1,0.01,0.7,0.7,45,1.0,0,1,0,0
2024-04-16,"03:00",Berlin,Germany,0,03:00:00,Tuesday  ,April    ,24.1,0.48,0.5,0.5,100,1.0,0,1,0,0
2024-04-16,"04:00",Berlin,Germany,0,04:00:00,Tuesday  ,April    ,27.0,0.54,0.4,0.4,100,1.0,0,1,0,0
2024-04-16,"05:00",Berlin,Germany,0,05:00:00,Tuesday  ,April    ,24.5,0.41,0.2,0.2,100,1.0,0,1,0,0
2024-04-16,"06:00",Berlin,Germany,0,06:00:00,Tuesday  ,April    ,24.8,0.07,1.2,1.2,45,1.0,0,1,0,0
2024-04-16,"07:00",Berlin,Germany,1,07:00:00,Tuesday  ,April    ,24.1,0.01,1.6,1.6,45,2.0,0,1,0,0
2024-04-16,"08:00",Berlin,Germany,1,08:00:00,Tuesday  ,April    ,23.0,0.0,2.5,2.5,45,3.0,0,0,1,0
2024-04-16,"09:00",Berlin,Germany,1,09:00:00,Tuesday  ,April    ,27.7,0.18,3.4,3.4,100,2.0,0,1,0,0
2024-04-16,"10:00",Berlin,Germany,1,10:00:00,Tuesday  ,April    ,25.9,0.58,1.4,1.4,100,2.0,0,1,0,0
2024-04-16,"11:00",Berlin,Germany,1,11:00:00,Tuesday  ,April    ,21.6,0.23,1.1,1.1,100,2.0,0,1,0,0
2024-04-16,"12:00",Berlin,Germany,1,12:00:00,Tuesday  ,April    ,17.6,0.14,2.9,2.9,100,2.0,0,1,0,0
2024-04-16,"13:00",Berlin,Germany,1,13:00:00,Tuesday  ,April    ,17.3,0.18,5.0,5.0,100,2.0,0,1,0,0
2024-04-16,"14:00",Berlin,Germany,1,14:00:00,Tuesday  ,April    ,18.4,0.18,3.6,3.6,100,2.0,0,1,0,0
2024-04-16,"15:00",Berlin,Germany,1,15:00:00,Tuesday  ,April    ,17.6,0.16,3.0,3.0,100,2.0,0,1,0,0
2024-04-16,"16:00",Berlin,Germany,1,16:00:00,Tuesday  ,April    ,17.3,0.04,3.5,3.5,45,2.0,0,1,0,0
2024-04-16,"17:00",Berlin,Germany,1,17:00:00,Tuesday  ,April    ,18.4,0.05,4.4,4.4,45,2.0,0,1,0,0
2024-04-16,"18:00",Berlin,Germany,1,18:00:00,Tuesday  ,April    ,18.0,0.21,3.9,3.9,100,2.0,0,1,0,0
2024-04-16,"19:00",Berlin,Germany,1,19:00:00,Tuesday  ,April    ,20.9,0.09,1.3,1.3,100,2.0,0,1,0,0
2024-04-16,"20:00",Berlin,Germany,1,20:00:00,Tuesday  ,April    ,18.0,0.01,1.9,1.9,45,2.0,0,1,0,0
2024-04-16,"21:00",Berlin,Germany,0,21:00:00,Tuesday  ,April    ,15.1,0.0,1.0,1.0,0,1.0,0,0,1,0
2024-04-16,"22:00",Berlin,Germany,0,22:00:00,Tuesday  ,April    ,14.8,0.0,0.3,0.3,0,1.0,0,0,1,0
2024-04-16,"23:00",Berlin,Germany,0,23:00:00,Tuesday  ,April    ,14.0,0.0,0.1,0.1,0,1.0,0,0,1,0
