"date","year","month_of_year","month","city","country","max_temp_c","min_temp_c","avg_temp_c"
2024-03-26,2024.0,March    ,3.0,Berlin,Germany,13.60,1.60,7.50
2024-03-31,2024.0,March    ,3.0,Berlin,Germany,18.40,10.60,14.40
2024-03-16,2024.0,March    ,3.0,Berlin,Germany,13.20,4.70,9.00
2024-03-21,2024.0,March    ,3.0,Berlin,Germany,13.20,6.90,9.70
2024-03-04,2024.0,March    ,3.0,Berlin,Germany,9.70,6.70,9.00
2024-03-03,2024.0,March    ,3.0,Berlin,Germany,13.30,6.90,10.10
2024-03-28,2024.0,March    ,3.0,Berlin,Germany,10.40,6.80,8.60
2024-03-06,2024.0,March    ,3.0,Berlin,Germany,9.40,1.80,5.50
2024-03-08,2024.0,March    ,3.0,Berlin,Germany,9.10,0.60,4.50
2024-03-12,2024.0,March    ,3.0,Berlin,Germany,11.60,7.00,8.70
2024-03-20,2024.0,March    ,3.0,Berlin,Germany,14.40,4.60,9.10
2024-04-06,2024.0,April    ,4.0,Berlin,Germany,21.50,11.70,16.20
2024-04-11,2024.0,April    ,4.0,Berlin,Germany,17.90,7.20,12.70
2024-04-03,2024.0,April    ,4.0,Berlin,Germany,10.20,3.80,7.40
2024-04-14,2024.0,April    ,4.0,Berlin,Germany,16.60,8.80,13.90
2024-04-12,2024.0,April    ,4.0,Berlin,Germany,18.90,11.70,14.60
2024-04-10,2024.0,April    ,4.0,Berlin,Germany,12.90,9.20,11.20
2024-04-01,2024.0,April    ,4.0,Berlin,Germany,18.80,9.90,13.50
2024-04-04,2024.0,April    ,4.0,Berlin,Germany,13.20,9.10,10.60
2024-04-16,2024.0,April    ,4.0,Berlin,Germany,7.80,3.50,5.70
2024-04-07,2024.0,April    ,4.0,Berlin,Germany,23.10,14.20,18.30
2024-04-05,2024.0,April    ,4.0,Berlin,Germany,18.90,7.80,13.20
2024-04-15,2024.0,April    ,4.0,Berlin,Germany,11.40,5.80,8.90
2024-04-08,2024.0,April    ,4.0,Berlin,Germany,27.10,15.80,20.50
2024-04-02,2024.0,April    ,4.0,Berlin,Germany,12.20,8.90,10.00
2024-04-13,2024.0,April    ,4.0,Berlin,Germany,20.70,12.10,16.40
2024-04-09,2024.0,April    ,4.0,Berlin,Germany,26.30,10.60,17.80
2023-04-20,2023.0,April    ,4.0,Tokyo,Japan,22.80,15.40,18.90
2023-04-22,2023.0,April    ,4.0,Tokyo,Japan,17.40,13.30,15.40
2023-04-27,2023.0,April    ,4.0,Tokyo,Japan,19.90,12.20,16.20
2023-04-26,2023.0,April    ,4.0,Tokyo,Japan,17.90,14.10,15.90
2023-04-18,2023.0,April    ,4.0,Tokyo,Japan,18.20,10.10,14.00
2023-04-30,2023.0,April    ,4.0,Tokyo,Japan,23.50,17.80,20.60
2023-04-29,2023.0,April    ,4.0,Tokyo,Japan,22.20,14.80,18.50
2023-04-28,2023.0,April    ,4.0,Tokyo,Japan,22.40,13.70,18.20
2023-04-23,2023.0,April    ,4.0,Tokyo,Japan,17.40,10.70,14.00
2023-04-19,2023.0,April    ,4.0,Tokyo,Japan,22.70,11.80,17.10
2023-04-25,2023.0,April    ,4.0,Tokyo,Japan,15.50,10.20,13.50
2023-04-24,2023.0,April    ,4.0,Tokyo,Japan,15.60,10.30,13.10
2023-04-21,2023.0,April    ,4.0,Tokyo,Japan,23.10,16.80,19.70
2023-05-15,2023.0,May      ,5.0,Tokyo,Japan,16.60,15.00,16.10
2023-05-09,2023.0,May      ,5.0,Tokyo,Japan,19.10,10.50,15.00
2023-05-01,2023.0,May      ,5.0,Tokyo,Japan,20.00,15.10,17.00
2023-05-12,2023.0,May      ,5.0,Tokyo,Japan,19.70,13.00,16.50
2023-05-27,2023.0,May      ,5.0,Tokyo,Japan,24.40,16.20,20.20
2023-05-03,2023.0,May      ,5.0,Tokyo,Japan,21.00,12.50,17.40
2023-05-28,2023.0,May      ,5.0,Tokyo,Japan,24.10,17.90,20.80
2023-05-31,2023.0,May      ,5.0,Tokyo,Japan,18.50,16.90,17.60
2023-05-14,2023.0,May      ,5.0,Tokyo,Japan,20.00,16.60,17.80
2023-05-04,2023.0,May      ,5.0,Tokyo,Japan,24.10,14.40,19.20
2023-05-20,2023.0,May      ,5.0,Tokyo,Japan,22.80,17.20,19.20
2023-05-30,2023.0,May      ,5.0,Tokyo,Japan,21.40,19.60,20.40
2023-05-25,2023.0,May      ,5.0,Tokyo,Japan,22.30,14.70,18.20
2023-05-06,2023.0,May      ,5.0,Tokyo,Japan,26.60,17.70,21.80
2023-05-19,2023.0,May      ,5.0,Tokyo,Japan,21.30,17.30,19.30
2023-05-26,2023.0,May      ,5.0,Tokyo,Japan,22.50,16.60,19.40
2023-05-05,2023.0,May      ,5.0,Tokyo,Japan,24.20,16.00,20.00
2023-05-02,2023.0,May      ,5.0,Tokyo,Japan,21.40,12.20,16.60
2023-05-16,2023.0,May      ,5.0,Tokyo,Japan,24.70,12.50,18.60
2023-05-22,2023.0,May      ,5.0,Tokyo,Japan,25.90,17.20,21.30
2023-05-13,2023.0,May      ,5.0,Tokyo,Japan,17.10,15.50,16.20
2023-05-08,2023.0,May      ,5.0,Tokyo,Japan,15.60,11.10,13.10
2023-05-21,2023.0,May      ,5.0,Tokyo,Japan,24.50,16.50,20.20
2023-05-23,2023.0,May      ,5.0,Tokyo,Japan,16.90,13.90,14.80
2023-05-11,2023.0,May      ,5.0,Tokyo,Japan,19.50,13.50,16.30
2023-05-10,2023.0,May      ,5.0,Tokyo,Japan,23.60,11.50,17.40
2023-05-24,2023.0,May      ,5.0,Tokyo,Japan,23.20,12.10,17.70
2023-05-29,2023.0,May      ,5.0,Tokyo,Japan,22.00,18.90,20.50
2023-05-07,2023.0,May      ,5.0,Tokyo,Japan,21.00,12.40,17.20
2023-05-17,2023.0,May      ,5.0,Tokyo,Japan,27.20,15.60,21.70
2023-05-18,2023.0,May      ,5.0,Tokyo,Japan,29.10,19.10,23.70
2023-06-14,2023.0,June     ,6.0,Tokyo,Japan,22.90,21.10,21.90
2023-06-17,2023.0,June     ,6.0,Tokyo,Japan,29.40,20.20,24.60
2023-06-11,2023.0,June     ,6.0,Tokyo,Japan,21.40,19.50,20.30
2023-06-23,2023.0,June     ,6.0,Tokyo,Japan,25.10,18.60,22.10
2023-06-05,2023.0,June     ,6.0,Tokyo,Japan,27.80,18.10,22.50
2023-06-22,2023.0,June     ,6.0,Tokyo,Japan,21.60,16.60,19.40
2023-06-02,2023.0,June     ,6.0,Tokyo,Japan,22.40,19.00,20.60
2023-06-06,2023.0,June     ,6.0,Tokyo,Japan,24.40,19.10,21.50
2023-06-24,2023.0,June     ,6.0,Tokyo,Japan,27.10,20.60,23.80
2023-06-29,2023.0,June     ,6.0,Tokyo,Japan,30.90,22.60,26.80
2023-06-26,2023.0,June     ,6.0,Tokyo,Japan,27.40,21.50,24.50
2023-06-04,2023.0,June     ,6.0,Tokyo,Japan,24.10,17.60,21.00
2023-06-07,2023.0,June     ,6.0,Tokyo,Japan,28.40,18.40,22.80
2023-06-16,2023.0,June     ,6.0,Tokyo,Japan,27.50,20.40,23.20
2023-06-08,2023.0,June     ,6.0,Tokyo,Japan,26.60,19.10,22.50
2023-06-15,2023.0,June     ,6.0,Tokyo,Japan,24.20,20.90,22.10
2023-06-19,2023.0,June     ,6.0,Tokyo,Japan,26.30,20.20,22.90
2023-06-09,2023.0,June     ,6.0,Tokyo,Japan,22.80,18.40,20.30
2023-06-01,2023.0,June     ,6.0,Tokyo,Japan,23.40,15.20,19.50
2023-06-12,2023.0,June     ,6.0,Tokyo,Japan,23.30,20.70,21.70
2023-06-30,2023.0,June     ,6.0,Tokyo,Japan,28.10,24.20,25.90
2023-06-10,2023.0,June     ,6.0,Tokyo,Japan,24.50,20.00,21.90
2023-06-20,2023.0,June     ,6.0,Tokyo,Japan,25.20,19.70,22.00
2023-06-25,2023.0,June     ,6.0,Tokyo,Japan,27.90,21.00,24.40
2023-06-21,2023.0,June     ,6.0,Tokyo,Japan,26.60,20.20,22.50
2023-06-03,2023.0,June     ,6.0,Tokyo,Japan,20.70,18.00,19.40
2023-06-28,2023.0,June     ,6.0,Tokyo,Japan,30.00,23.80,26.30
2023-06-18,2023.0,June     ,6.0,Tokyo,Japan,29.00,21.50,24.90
2023-06-27,2023.0,June     ,6.0,Tokyo,Japan,26.00,21.70,24.00
2023-06-13,2023.0,June     ,6.0,Tokyo,Japan,27.80,19.60,23.00
2023-07-19,2023.0,July     ,7.0,Tokyo,Japan,32.20,25.30,28.50
2023-07-08,2023.0,July     ,7.0,Tokyo,Japan,29.30,23.90,26.50
2023-07-27,2023.0,July     ,7.0,Tokyo,Japan,34.90,27.40,30.10
2023-07-03,2023.0,July     ,7.0,Tokyo,Japan,29.80,24.00,26.40
2023-07-26,2023.0,July     ,7.0,Tokyo,Japan,35.80,25.70,29.90
2023-07-31,2023.0,July     ,7.0,Tokyo,Japan,34.50,27.10,30.30
2023-07-05,2023.0,July     ,7.0,Tokyo,Japan,27.30,22.40,24.60
2023-07-06,2023.0,July     ,7.0,Tokyo,Japan,31.00,22.30,25.60
2023-07-28,2023.0,July     ,7.0,Tokyo,Japan,33.50,27.00,29.60
2023-07-15,2023.0,July     ,7.0,Tokyo,Japan,29.50,26.20,27.50
2023-07-18,2023.0,July     ,7.0,Tokyo,Japan,33.90,26.50,30.00
2023-07-01,2023.0,July     ,7.0,Tokyo,Japan,27.30,23.10,25.20
2023-07-11,2023.0,July     ,7.0,Tokyo,Japan,32.20,25.40,28.90
2023-07-23,2023.0,July     ,7.0,Tokyo,Japan,31.70,23.40,27.10
2023-07-16,2023.0,July     ,7.0,Tokyo,Japan,34.20,25.30,29.20
2023-07-07,2023.0,July     ,7.0,Tokyo,Japan,31.00,24.00,27.20
2023-07-30,2023.0,July     ,7.0,Tokyo,Japan,35.70,26.20,30.10
2023-07-24,2023.0,July     ,7.0,Tokyo,Japan,31.60,23.30,27.50
2023-07-21,2023.0,July     ,7.0,Tokyo,Japan,30.00,24.40,27.00
2023-07-09,2023.0,July     ,7.0,Tokyo,Japan,29.30,25.70,27.30
2023-07-29,2023.0,July     ,7.0,Tokyo,Japan,33.80,26.60,29.60
2023-07-20,2023.0,July     ,7.0,Tokyo,Japan,28.80,25.70,26.80
2023-07-22,2023.0,July     ,7.0,Tokyo,Japan,31.80,23.90,27.20
2023-07-12,2023.0,July     ,7.0,Tokyo,Japan,33.90,25.70,29.00
2023-07-02,2023.0,July     ,7.0,Tokyo,Japan,31.40,22.10,25.80
2023-07-25,2023.0,July     ,7.0,Tokyo,Japan,34.60,24.10,28.70
2023-07-04,2023.0,July     ,7.0,Tokyo,Japan,28.60,21.60,25.20
2023-07-17,2023.0,July     ,7.0,Tokyo,Japan,34.70,27.30,30.20
2023-07-10,2023.0,July     ,7.0,Tokyo,Japan,33.30,25.00,28.80
2023-07-14,2023.0,July     ,7.0,Tokyo,Japan,29.80,25.70,27.20
2023-07-13,2023.0,July     ,7.0,Tokyo,Japan,29.20,25.90,27.20
2023-08-16,2023.0,August   ,8.0,Tokyo,Japan,30.70,25.90,28.20
2023-08-13,2023.0,August   ,8.0,Tokyo,Japan,32.60,26.90,28.90
2023-08-07,2023.0,August   ,8.0,Tokyo,Japan,32.30,26.70,29.00
2023-08-02,2023.0,August   ,8.0,Tokyo,Japan,33.90,26.30,29.60
2023-08-20,2023.0,August   ,8.0,Tokyo,Japan,33.50,27.90,30.30
2023-08-26,2023.0,August   ,8.0,Tokyo,Japan,33.60,27.20,29.60
2023-08-06,2023.0,August   ,8.0,Tokyo,Japan,31.50,27.00,28.50
2023-08-01,2023.0,August   ,8.0,Tokyo,Japan,33.20,27.20,29.30
2023-08-19,2023.0,August   ,8.0,Tokyo,Japan,33.60,27.50,29.90
2023-08-27,2023.0,August   ,8.0,Tokyo,Japan,31.70,27.00,29.10
2023-08-28,2023.0,August   ,8.0,Tokyo,Japan,32.20,27.10,29.40
2023-08-31,2023.0,August   ,8.0,Tokyo,Japan,31.30,26.80,28.60
2023-08-25,2023.0,August   ,8.0,Tokyo,Japan,32.20,26.30,29.00
2023-08-05,2023.0,August   ,8.0,Tokyo,Japan,32.50,28.00,29.80
2023-08-24,2023.0,August   ,8.0,Tokyo,Japan,31.10,26.50,28.60
2023-08-10,2023.0,August   ,8.0,Tokyo,Japan,32.00,26.40,28.60
2023-08-18,2023.0,August   ,8.0,Tokyo,Japan,32.20,26.60,29.30
2023-08-15,2023.0,August   ,8.0,Tokyo,Japan,31.00,26.10,28.30
2023-08-08,2023.0,August   ,8.0,Tokyo,Japan,32.30,27.20,29.40
2023-08-12,2023.0,August   ,8.0,Tokyo,Japan,32.30,25.60,28.70
2023-08-14,2023.0,August   ,8.0,Tokyo,Japan,31.50,26.50,28.80
2023-08-11,2023.0,August   ,8.0,Tokyo,Japan,31.50,25.80,28.60
2023-08-29,2023.0,August   ,8.0,Tokyo,Japan,32.30,27.80,29.50
2023-08-30,2023.0,August   ,8.0,Tokyo,Japan,31.30,27.60,29.20
2023-08-22,2023.0,August   ,8.0,Tokyo,Japan,32.80,27.10,29.70
2023-08-04,2023.0,August   ,8.0,Tokyo,Japan,33.80,26.70,30.40
2023-08-21,2023.0,August   ,8.0,Tokyo,Japan,33.30,26.90,30.00
2023-08-23,2023.0,August   ,8.0,Tokyo,Japan,30.60,26.90,28.60
2023-08-09,2023.0,August   ,8.0,Tokyo,Japan,30.30,27.10,28.50
2023-08-17,2023.0,August   ,8.0,Tokyo,Japan,31.70,27.00,29.00
2023-08-03,2023.0,August   ,8.0,Tokyo,Japan,33.90,26.20,29.80
2023-09-19,2023.0,September,9.0,Tokyo,Japan,31.70,27.10,29.10
2023-09-12,2023.0,September,9.0,Tokyo,Japan,30.50,25.80,27.80
2023-09-09,2023.0,September,9.0,Tokyo,Japan,29.50,23.10,26.20
2023-09-08,2023.0,September,9.0,Tokyo,Japan,24.50,21.60,23.00
2023-09-20,2023.0,September,9.0,Tokyo,Japan,30.70,27.20,28.90
2023-09-21,2023.0,September,9.0,Tokyo,Japan,30.40,25.20,27.40
2023-09-29,2023.0,September,9.0,Tokyo,Japan,27.30,24.10,25.30
2023-09-15,2023.0,September,9.0,Tokyo,Japan,31.80,26.80,29.00
2023-09-11,2023.0,September,9.0,Tokyo,Japan,28.90,26.20,27.30
2023-09-13,2023.0,September,9.0,Tokyo,Japan,31.50,25.60,28.00
2023-09-04,2023.0,September,9.0,Tokyo,Japan,29.10,24.80,26.70
2023-09-27,2023.0,September,9.0,Tokyo,Japan,28.00,23.80,25.40
2023-09-26,2023.0,September,9.0,Tokyo,Japan,28.10,21.70,24.70
2023-09-23,2023.0,September,9.0,Tokyo,Japan,22.90,20.80,22.00
2023-09-24,2023.0,September,9.0,Tokyo,Japan,25.20,21.10,22.90
2023-09-17,2023.0,September,9.0,Tokyo,Japan,31.10,27.30,29.00
2023-09-07,2023.0,September,9.0,Tokyo,Japan,30.90,25.30,27.30
2023-09-01,2023.0,September,9.0,Tokyo,Japan,31.60,26.50,28.60
2023-09-03,2023.0,September,9.0,Tokyo,Japan,32.00,25.30,27.80
2023-09-30,2023.0,September,9.0,Tokyo,Japan,28.50,24.20,26.20
2023-09-22,2023.0,September,9.0,Tokyo,Japan,29.00,22.70,26.20
2023-09-10,2023.0,September,9.0,Tokyo,Japan,30.50,25.50,27.60
2023-09-02,2023.0,September,9.0,Tokyo,Japan,32.50,26.80,29.10
2023-09-14,2023.0,September,9.0,Tokyo,Japan,30.80,26.30,28.40
2023-09-16,2023.0,September,9.0,Tokyo,Japan,31.40,26.80,28.70
2023-09-28,2023.0,September,9.0,Tokyo,Japan,30.70,23.80,27.20
2023-09-06,2023.0,September,9.0,Tokyo,Japan,30.60,27.40,28.90
2023-09-25,2023.0,September,9.0,Tokyo,Japan,25.50,20.00,23.00
2023-09-05,2023.0,September,9.0,Tokyo,Japan,32.10,26.70,29.30
2023-09-18,2023.0,September,9.0,Tokyo,Japan,31.10,27.00,28.80
2023-10-25,2023.0,October  ,10.0,Tokyo,Japan,22.10,17.40,19.90
2023-10-13,2023.0,October  ,10.0,Tokyo,Japan,22.80,18.40,20.30
2023-10-16,2023.0,October  ,10.0,Tokyo,Japan,23.30,17.20,20.30
2023-10-06,2023.0,October  ,10.0,Tokyo,Japan,24.00,18.20,20.90
2023-10-18,2023.0,October  ,10.0,Tokyo,Japan,22.90,18.50,20.50
2023-10-04,2023.0,October  ,10.0,Tokyo,Japan,23.10,18.40,19.30
2023-10-02,2023.0,October  ,10.0,Tokyo,Japan,24.80,21.80,23.40
2023-10-11,2023.0,October  ,10.0,Tokyo,Japan,22.70,18.30,20.40
2023-10-30,2023.0,October  ,10.0,Tokyo,Japan,20.20,14.90,17.80
2023-10-27,2023.0,October  ,10.0,Tokyo,Japan,21.80,17.40,19.70
2023-10-10,2023.0,October  ,10.0,Tokyo,Japan,24.20,17.70,20.60
2023-10-09,2023.0,October  ,10.0,Tokyo,Japan,17.90,16.20,16.80
2023-10-15,2023.0,October  ,10.0,Tokyo,Japan,20.00,15.70,17.70
2023-10-28,2023.0,October  ,10.0,Tokyo,Japan,22.30,17.00,19.70
2023-10-14,2023.0,October  ,10.0,Tokyo,Japan,22.50,17.80,20.30
2023-10-31,2023.0,October  ,10.0,Tokyo,Japan,18.30,17.10,17.70
2023-10-23,2023.0,October  ,10.0,Tokyo,Japan,21.50,16.00,18.80
2023-10-24,2023.0,October  ,10.0,Tokyo,Japan,21.90,17.20,19.60
2023-10-03,2023.0,October  ,10.0,Tokyo,Japan,25.70,21.60,23.20
2023-10-07,2023.0,October  ,10.0,Tokyo,Japan,22.80,18.30,20.40
2023-10-01,2023.0,October  ,10.0,Tokyo,Japan,29.00,24.50,26.60
2023-10-20,2023.0,October  ,10.0,Tokyo,Japan,24.50,19.80,22.10
2023-10-12,2023.0,October  ,10.0,Tokyo,Japan,22.50,18.30,20.20
2023-10-08,2023.0,October  ,10.0,Tokyo,Japan,22.20,17.70,19.70
2023-10-19,2023.0,October  ,10.0,Tokyo,Japan,23.70,18.70,21.30
2023-10-22,2023.0,October  ,10.0,Tokyo,Japan,18.20,13.60,16.00
2023-10-29,2023.0,October  ,10.0,Tokyo,Japan,20.30,16.00,17.90
2023-10-05,2023.0,October  ,10.0,Tokyo,Japan,25.60,18.70,21.10
2023-10-17,2023.0,October  ,10.0,Tokyo,Japan,23.70,18.40,20.80
2023-10-21,2023.0,October  ,10.0,Tokyo,Japan,21.30,15.10,18.80
2023-10-26,2023.0,October  ,10.0,Tokyo,Japan,22.30,16.80,19.50
2023-11-22,2023.0,November ,11.0,Tokyo,Japan,18.90,12.90,15.90
2023-11-06,2023.0,November ,11.0,Tokyo,Japan,24.00,19.90,21.90
2023-11-17,2023.0,November ,11.0,Tokyo,Japan,15.10,12.30,13.40
2023-11-05,2023.0,November ,11.0,Tokyo,Japan,23.30,19.60,21.00
2023-11-18,2023.0,November ,11.0,Tokyo,Japan,15.90,11.00,13.50
2023-11-09,2023.0,November ,11.0,Tokyo,Japan,19.80,16.90,18.20
2023-11-26,2023.0,November ,11.0,Tokyo,Japan,12.10,9.50,10.70
2023-11-13,2023.0,November ,11.0,Tokyo,Japan,15.40,8.90,11.70
2023-11-16,2023.0,November ,11.0,Tokyo,Japan,16.90,11.70,14.40
2023-11-03,2023.0,November ,11.0,Tokyo,Japan,23.70,18.80,21.10
2023-11-14,2023.0,November ,11.0,Tokyo,Japan,15.40,10.20,13.00
2023-11-12,2023.0,November ,11.0,Tokyo,Japan,11.90,9.80,10.60
2023-11-28,2023.0,November ,11.0,Tokyo,Japan,20.20,12.80,15.30
2023-11-11,2023.0,November ,11.0,Tokyo,Japan,17.60,12.90,14.90
2023-11-24,2023.0,November ,11.0,Tokyo,Japan,21.30,13.00,17.10
2023-11-21,2023.0,November ,11.0,Tokyo,Japan,17.50,9.90,13.70
2023-11-27,2023.0,November ,11.0,Tokyo,Japan,14.80,10.20,12.50
2023-11-25,2023.0,November ,11.0,Tokyo,Japan,13.40,10.20,11.60
2023-11-08,2023.0,November ,11.0,Tokyo,Japan,19.80,16.20,17.90
2023-11-19,2023.0,November ,11.0,Tokyo,Japan,15.90,10.20,13.20
2023-11-23,2023.0,November ,11.0,Tokyo,Japan,19.80,14.30,16.60
2023-11-30,2023.0,November ,11.0,Tokyo,Japan,15.00,9.30,12.00
2023-11-29,2023.0,November ,11.0,Tokyo,Japan,15.50,11.00,13.20
2023-11-02,2023.0,November ,11.0,Tokyo,Japan,23.90,17.90,20.80
2023-11-04,2023.0,November ,11.0,Tokyo,Japan,24.40,18.90,21.60
2023-11-20,2023.0,November ,11.0,Tokyo,Japan,17.00,11.90,13.70
2023-11-07,2023.0,November ,11.0,Tokyo,Japan,24.10,18.40,22.10
2023-11-01,2023.0,November ,11.0,Tokyo,Japan,21.50,17.10,19.30
2023-11-10,2023.0,November ,11.0,Tokyo,Japan,19.70,16.00,17.90
2023-11-15,2023.0,November ,11.0,Tokyo,Japan,14.50,12.00,13.20
2023-12-03,2023.0,December ,12.0,Tokyo,Japan,13.60,8.30,10.60
2023-12-16,2023.0,December ,12.0,Tokyo,Japan,17.70,12.50,15.60
2023-12-27,2023.0,December ,12.0,Tokyo,Japan,11.50,7.60,9.20
2023-12-21,2023.0,December ,12.0,Tokyo,Japan,9.80,7.00,8.30
2023-12-15,2023.0,December ,12.0,Tokyo,Japan,16.10,10.60,12.50
2023-12-19,2023.0,December ,12.0,Tokyo,Japan,7.40,6.00,6.80
2023-12-29,2023.0,December ,12.0,Tokyo,Japan,13.40,6.60,9.80
2023-12-30,2023.0,December ,12.0,Tokyo,Japan,12.10,7.70,10.10
2023-12-01,2023.0,December ,12.0,Tokyo,Japan,10.70,8.30,9.50
2023-12-22,2023.0,December ,12.0,Tokyo,Japan,8.00,4.70,6.50
2023-12-13,2023.0,December ,12.0,Tokyo,Japan,13.40,10.00,11.70
2023-12-23,2023.0,December ,12.0,Tokyo,Japan,7.50,3.70,5.90
2023-12-24,2023.0,December ,12.0,Tokyo,Japan,8.90,5.00,6.90
2023-12-06,2023.0,December ,12.0,Tokyo,Japan,14.80,10.30,12.70
2023-12-14,2023.0,December ,12.0,Tokyo,Japan,13.80,9.90,12.00
2023-12-08,2023.0,December ,12.0,Tokyo,Japan,14.50,9.60,12.30
2023-12-04,2023.0,December ,12.0,Tokyo,Japan,12.40,8.50,10.80
2023-12-07,2023.0,December ,12.0,Tokyo,Japan,18.00,11.50,14.10
2023-12-11,2023.0,December ,12.0,Tokyo,Japan,14.30,13.00,13.60
2023-12-31,2023.0,December ,12.0,Tokyo,Japan,10.60,8.00,9.00
2023-12-05,2023.0,December ,12.0,Tokyo,Japan,11.60,9.40,10.70
2023-12-18,2023.0,December ,12.0,Tokyo,Japan,9.20,6.30,7.80
2023-12-17,2023.0,December ,12.0,Tokyo,Japan,15.40,8.40,11.80
2023-12-25,2023.0,December ,12.0,Tokyo,Japan,9.70,5.60,7.80
2023-12-09,2023.0,December ,12.0,Tokyo,Japan,16.50,11.40,14.00
2023-12-20,2023.0,December ,12.0,Tokyo,Japan,11.50,7.60,9.50
2023-12-02,2023.0,December ,12.0,Tokyo,Japan,11.50,7.80,9.80
2023-12-28,2023.0,December ,12.0,Tokyo,Japan,7.80,6.70,7.30
2023-12-10,2023.0,December ,12.0,Tokyo,Japan,17.60,12.10,14.80
2023-12-12,2023.0,December ,12.0,Tokyo,Japan,14.20,11.30,12.50
2023-12-26,2023.0,December ,12.0,Tokyo,Japan,11.40,6.10,8.60
2024-01-25,2024.0,January  ,1.0,Tokyo,Japan,7.80,2.70,4.90
2024-01-22,2024.0,January  ,1.0,Tokyo,Japan,7.20,6.00,6.70
2024-01-07,2024.0,January  ,1.0,Tokyo,Japan,11.20,8.50,9.80
2024-01-18,2024.0,January  ,1.0,Tokyo,Japan,11.50,6.00,8.80
2024-01-04,2024.0,January  ,1.0,Tokyo,Japan,13.10,8.30,10.20
2024-01-06,2024.0,January  ,1.0,Tokyo,Japan,12.80,8.00,10.30
2024-01-31,2024.0,January  ,1.0,Tokyo,Japan,13.60,6.70,10.10
2024-01-21,2024.0,January  ,1.0,Tokyo,Japan,10.70,6.70,8.40
2024-01-12,2024.0,January  ,1.0,Tokyo,Japan,10.40,4.80,7.60
2024-01-13,2024.0,January  ,1.0,Tokyo,Japan,10.50,1.90,6.60
2024-01-14,2024.0,January  ,1.0,Tokyo,Japan,11.00,2.40,6.50
2024-01-01,2024.0,January  ,1.0,Tokyo,Japan,11.50,7.90,10.00
2024-01-11,2024.0,January  ,1.0,Tokyo,Japan,7.90,4.70,6.60
2024-01-19,2024.0,January  ,1.0,Tokyo,Japan,12.10,9.30,10.20
2024-01-15,2024.0,January  ,1.0,Tokyo,Japan,9.70,4.70,7.50
2024-01-29,2024.0,January  ,1.0,Tokyo,Japan,9.70,4.60,7.50
2024-01-02,2024.0,January  ,1.0,Tokyo,Japan,8.50,6.60,7.60
2024-01-20,2024.0,January  ,1.0,Tokyo,Japan,9.80,7.00,8.60
2024-01-28,2024.0,January  ,1.0,Tokyo,Japan,9.40,5.40,7.40
2024-01-08,2024.0,January  ,1.0,Tokyo,Japan,8.50,4.70,6.80
2024-01-27,2024.0,January  ,1.0,Tokyo,Japan,9.70,3.80,6.80
2024-01-26,2024.0,January  ,1.0,Tokyo,Japan,9.40,2.70,5.70
2024-01-03,2024.0,January  ,1.0,Tokyo,Japan,11.20,7.20,9.40
2024-01-23,2024.0,January  ,1.0,Tokyo,Japan,8.80,4.00,7.60
2024-01-10,2024.0,January  ,1.0,Tokyo,Japan,11.10,6.10,8.30
2024-01-05,2024.0,January  ,1.0,Tokyo,Japan,13.70,7.20,9.60
2024-01-30,2024.0,January  ,1.0,Tokyo,Japan,10.90,6.50,8.80
2024-01-17,2024.0,January  ,1.0,Tokyo,Japan,9.30,3.00,6.40
2024-01-24,2024.0,January  ,1.0,Tokyo,Japan,6.80,3.20,4.80
2024-01-09,2024.0,January  ,1.0,Tokyo,Japan,10.10,4.00,6.90
2024-01-16,2024.0,January  ,1.0,Tokyo,Japan,7.20,3.50,5.30
2024-02-23,2024.0,February ,2.0,Tokyo,Japan,5.20,3.20,4.20
2024-02-01,2024.0,February ,2.0,Tokyo,Japan,14.40,6.30,10.40
2024-02-12,2024.0,February ,2.0,Tokyo,Japan,11.40,4.30,7.60
2024-02-06,2024.0,February ,2.0,Tokyo,Japan,3.40,1.30,2.30
2024-02-28,2024.0,February ,2.0,Tokyo,Japan,11.50,4.70,7.90
2024-02-15,2024.0,February ,2.0,Tokyo,Japan,18.00,10.30,14.20
2024-02-24,2024.0,February ,2.0,Tokyo,Japan,7.60,2.90,5.50
2024-02-04,2024.0,February ,2.0,Tokyo,Japan,9.30,6.70,7.80
2024-02-27,2024.0,February ,2.0,Tokyo,Japan,11.00,5.60,8.00
2024-02-18,2024.0,February ,2.0,Tokyo,Japan,13.90,10.00,11.70
2024-02-13,2024.0,February ,2.0,Tokyo,Japan,14.40,6.10,10.20
2024-02-19,2024.0,February ,2.0,Tokyo,Japan,15.60,12.50,14.20
2024-02-07,2024.0,February ,2.0,Tokyo,Japan,7.70,1.80,4.60
2024-02-21,2024.0,February ,2.0,Tokyo,Japan,11.80,8.00,9.40
2024-02-17,2024.0,February ,2.0,Tokyo,Japan,12.00,6.70,9.40
2024-02-20,2024.0,February ,2.0,Tokyo,Japan,20.00,11.90,16.50
2024-02-05,2024.0,February ,2.0,Tokyo,Japan,6.90,1.10,4.10
2024-02-29,2024.0,February ,2.0,Tokyo,Japan,11.40,6.30,8.60
2024-02-02,2024.0,February ,2.0,Tokyo,Japan,5.80,3.20,4.60
2024-02-14,2024.0,February ,2.0,Tokyo,Japan,14.80,8.40,11.90
